fiscal_year,employer,initial_approvals,initial_denials,continuing_approvals,continuing_denials,total_approvals,total_denials,total_petitions,sector,description,state,zip,county_name,county_fips
2009,ADVANTAGE TECH INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66207,Johnson,20091
2009,ROMTECH CONSULTING SVCS INC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66224,Johnson,20091
2009,PHB REALTY COMPANY LLC,0,0,1,0,1,0,1,53,Real Estate and Rental and Leasing,KS,66210,Johnson,20091
2009,CBIZ M AND S CONSULTING SVCS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2009,BLACK & VEATCH CORPORATION,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2009,OBJECT TECHNOLOGY SOLUTIONS INC,4,0,8,0,12,0,12,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2009,OBJECT TECHNOLOGY SOLUTIONS INC,0,0,12,1,12,1,13,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2009,OBJECT TECHNOLOGY SOLUTIONS INC,6,0,10,0,16,0,16,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2009,CHOGA KOREAN RESTAURANT,0,0,0,1,0,1,1,72,Accommodation and Food Services,KS,66212,Johnson,20091
2009,POINT INC,0,0,1,0,1,0,1,33,Manufacturing,KS,66061,Johnson,20091
2009,OBJECT TECH SOLUTIONS INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66211,Johnson,20091
2009,MYFREIGHTWORLD.COM LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2009,KMD GLOBAL LLC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66216,Johnson,20091
2009,KMD GLOBAL LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66204,Johnson,20091
2009,GATEWAY SOLUTIONS INC,1,1,6,1,7,2,9,54,"Professional, Scientific, and Technical Services",KS,66213,Johnson,20091
2009,KS CITY AUTISM TRAINING CTR INC,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66208,Johnson,20091
2009,MTC TICKETS,0,0,0,1,0,1,1,99,Unknown,KS,66203,Johnson,20091
2009,VA EASTERN KANSAS HEALTH CARE SYST,1,0,1,0,2,0,2,62,Health Care and Social Assistance,KS,66048,Leavenworth,20103
2009,VA EASTERN KANSAS HEALTH CARE SYS,6,0,0,0,6,0,6,62,Health Care and Social Assistance,KS,66622,Shawnee,20177
2009,SYSCO FOOD SVCS OF KC INC,0,0,1,0,1,0,1,99,Unknown,KS,66061,Johnson,20091
2009,ASH GROVE CEMENT COMPANY,1,0,0,0,1,0,1,32,Manufacturing,KS,66210,Johnson,20091
2009,GENERAL BOARD OF THE CHURCH OF THE,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66220,Johnson,20091
2009,GENERAL TECHNOLOGIES SPC,1,0,0,0,1,0,1,42,Wholesale Trade,KS,66223,Johnson,20091
2009,EMERICON LLC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2009,HAWKER BEECHCRAFT CORPORATION,2,0,1,0,3,0,3,33,Manufacturing,KS,67207,Sedgwick,20173
2009,BROTHERHOOD BANK & TRUST,1,0,0,0,1,0,1,52,Finance and Insurance,KS,66101,Wyandotte,20209
2009,TELEGRAM OR ORGANIZATION COMPANY,1,0,0,0,1,0,1,51,Information,KS,67846,Finney,20055
2009,SPRINT NEXTEL CORPORATION,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66062,Johnson,20091
2009,SPRINT NEXTEL CORPORATION,11,0,62,0,73,0,73,54,"Professional, Scientific, and Technical Services",KS,,,
2009,MGP INGREDIENTS INC,0,0,1,0,1,0,1,99,Unknown,KS,66002,Atchison,20005
2009,SOUTHWESTERN COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67156,Cowley,20035
2009,ST CATHERINE HOSP,2,0,1,0,3,0,3,62,Health Care and Social Assistance,KS,67846,Finney,20055
2009,CENTRAL KANSAS MEDICAL CENTER,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67530,Barton,20009
2009,BETHANY COLLEGE,0,0,1,0,1,0,1,61,Educational Services,KS,67456,McPherson,20113
2009,OTTAWA UNIV,1,0,1,0,2,0,2,61,Educational Services,KS,66067,Franklin,20059
2009,BETHEL COLLEGE ACAD OF PERFORMING,0,0,1,0,1,0,1,61,Educational Services,KS,67114,Harvey,20079
2009,STORMONT VAIL HEALTHCARE,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66604,Shawnee,20177
2009,ROBERT J DOLE VA MED CTR,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67218,Sedgwick,20173
2009,FRIENDS UNIVERSITY,0,0,1,0,1,0,1,61,Educational Services,KS,67213,Sedgwick,20173
2009,ST JAMES EPISCOPAL CHURCH,1,0,0,0,1,0,1,81,Other Services,KS,67208,Sedgwick,20173
2009,MAUR HILL MOUNT ACADEMY,0,0,1,0,1,0,1,61,Educational Services,KS,66002,Atchison,20005
2009,HAYS MEDICAL CENTER,1,0,2,0,3,0,3,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2009,FED HOME LOAN BANK OF TOPEKA,3,0,0,0,3,0,3,52,Finance and Insurance,KS,66606,Shawnee,20177
2009,WYANDOT CTR FOR COMMUNITY BEHAVIOR,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,66101,Wyandotte,20209
2009,HIAWATHA HOSPITAL ASSN,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66434,Brown,20013
2009,NESS COUNTY HOSPITAL DIRST 2,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67560,Ness,20135
2009,SUSAN B ALLEN MEMORIAL HOSPITAL,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67042,Butler,20015
2009,SOUTHERN KANSAS TELEPHONE CO INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67202,Sedgwick,20173
2009,CESSNA FINANCE CORPORATION,0,0,1,0,1,0,1,52,Finance and Insurance,KS,67215,Sedgwick,20173
2009,WILKO PAINT INC,1,0,0,0,1,0,1,32,Manufacturing,KS,67219,Sedgwick,20173
2009,PAYLESS SHOESOURCE INC,1,0,1,0,2,0,2,44,Retail Trade,KS,66607,Shawnee,20177
2009,PAYLESS SHOESOURCE INC,3,0,1,0,4,0,4,99,Unknown,KS,66607,Shawnee,20177
2009,NELSON POULTRY FARMS INC,0,0,1,0,1,0,1,11,"Agriculture, Forestry, Fishing and Hunting",KS,66502,Riley,20161
2009,SOUTHWEST MEDICAL CENTER,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67901,Seward,20175
2009,SOUTHWEST MED CTR,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2009,LEGG CO INC,0,0,1,0,1,0,1,32,Manufacturing,KS,67056,Harvey,20079
2009,HAYSVILLE UNIFIED SCH DISTRICT 261,0,0,1,0,1,0,1,61,Educational Services,KS,67060,Sedgwick,20173
2009,UNIFIED SCHOOL DISTRICT NO 457 DBA,5,1,1,0,6,1,7,61,Educational Services,KS,67846,Finney,20055
2009,KANSAS CITY KANSAS COMMUNITY COLLE,0,0,1,0,1,0,1,61,Educational Services,KS,66112,Wyandotte,20209
2009,UNIFIED SCH DIST NO 480 LIBERAL KA,1,0,0,0,1,0,1,61,Educational Services,KS,,,
2009,NEOSHO COUNTY COMMUNITY COLLEGE,1,0,1,0,2,0,2,61,Educational Services,KS,66720,Neosho,20133
2009,GIRARD MEDICAL CENTER,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,66743,Crawford,20037
2009,USD 215,0,0,1,0,1,0,1,61,Educational Services,KS,67860,Kearny,20093
2009,BLUE VALLEY SCHOOL DIST,0,0,1,0,1,0,1,61,Educational Services,KS,,,
2009,GOODLAND REGIONAL MED CTR,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67753,Thomas,20193
2009,STAR SEED INC,1,0,0,0,1,0,1,99,Unknown,KS,67473,Osborne,20141
2009,KU CHILDREN S CTR FDN,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,,,
2009,KANSAS STATE UNIV,22,0,28,0,50,0,50,61,Educational Services,KS,66506,Riley,20161
2009,KANSAS UNIV INTERNAL MEDICINE FDN,0,0,1,0,1,0,1,61,Educational Services,KS,,,
2009,KU INTERNAL MEDICINE FOUNDATION,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,,,
2009,KANSAS LEGAL SERVICES INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66603,Shawnee,20177
2009,PROMISE REGIONAL MED CTR HUTCHINSO,2,1,0,0,2,1,3,62,Health Care and Social Assistance,KS,67502,Reno,20155
2009,AEROFLEX WICHITA INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67215,Sedgwick,20173
2009,MORTON COUNTY HLTH SYSTEM,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67950,Morton,20129
2009,KASA INDUSTRIAL CONTROLS INC,1,0,0,0,1,0,1,33,Manufacturing,KS,67401,Saline,20169
2009,J B DWERLKOTTE ASSOCIATES INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67202,Sedgwick,20173
2009,SOUTHEAST KANSAS EDUCATION SVC CTR,0,0,1,0,1,0,1,92,Public Administration,KS,66743,Crawford,20037
2009,CRUSTBUSTER/SPEED KING INC,1,0,0,0,1,0,1,33,Manufacturing,KS,67801,Ford,20057
2009,SATANTA DIST HOSPITAL & LTCU,2,0,1,0,3,0,3,62,Health Care and Social Assistance,KS,67870,Haskell,20081
2009,BEREXCO INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,67206,Sedgwick,20173
2009,WORD TECH INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66202,Johnson,20091
2009,FSC INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66106,Wyandotte,20209
2009,INFECTIOUS DISEASE CONSULTANTS,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2009,CROSSLAND CONSTRUCTION CO INC,0,0,1,0,1,0,1,99,Unknown,KS,66725,Cherokee,20021
2009,SPX COOLING TECHNOLOGIES INC,2,0,0,0,2,0,2,33,Manufacturing,KS,66213,Johnson,20091
2009,APPLIED MEASUREMENT PROFESSIONALS,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2009,APPLIED MEASUREMENT PROFESSIONALS,0,0,1,0,1,0,1,61,Educational Services,KS,66061,Johnson,20091
2009,HODGEMAN COUNTY HEALTH CTR,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67854,Hodgeman,20083
2009,SMITH & CO INC D/B/A LED SIGN CO,1,0,0,0,1,0,1,99,Unknown,KS,67002,Butler,20015
2009,PTMW INC,1,0,0,0,1,0,1,33,Manufacturing,KS,66618,Shawnee,20177
2009,WICHITA CLINIC PA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67208,Sedgwick,20173
2009,NETWORKS INTERNATIONAL CORPORATION,1,0,1,0,2,0,2,54,"Professional, Scientific, and Technical Services",KS,66223,Johnson,20091
2009,COMMUNITY HOSPITAL ONAGA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66521,Pottawatomie,20149
2009,KANSAS WORLD TRADE CTR INC,1,0,0,0,1,0,1,81,Other Services,KS,67202,Sedgwick,20173
2009,PERFEKTA INC,1,0,0,0,1,0,1,33,Manufacturing,KS,67214,Sedgwick,20173
2009,F G HOLL COMPANY L L C,0,0,1,0,1,0,1,21,"Mining, Quarrying, and Oil and Gas Extraction",KS,67206,Sedgwick,20173
2009,ACTUARIAL RESOURCES CORP OF KS,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66209,Johnson,20091
2009,UNITED METHODIST WESTERN KANSAS ME,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,67846,Finney,20055
2009,WICHITA CTR FOR GRADUATE MED EDUCA,0,0,2,0,2,0,2,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2009,PRATT REGIONAL MED CTR INC,2,0,0,0,2,0,2,62,Health Care and Social Assistance,KS,67124,Pratt,20151
2009,DIAMOND J INC,0,0,1,0,1,0,1,33,Manufacturing,KS,67213,Sedgwick,20173
2009,SPRINT NEXTEL CORPORATION,0,0,1,0,1,0,1,51,Information,KS,,,
2009,GARMIN INTERNATIONAL INC,62,0,36,0,98,0,98,33,Manufacturing,KS,66062,Johnson,20091
2009,DODGE CITY MEDICAL CENTER CHARTERE,0,0,0,1,0,1,1,62,Health Care and Social Assistance,KS,67801,Ford,20057
2009,DESIGN ANALYSIS AND RESEARCH CORP,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66049,Douglas,20045
2009,TANN ELECTRIC INC,0,0,1,0,1,0,1,99,Unknown,KS,66215,Johnson,20091
2009,QIN S INTL INC D B A QUEEN FOODS,2,0,0,0,2,0,2,42,Wholesale Trade,KS,66105,Wyandotte,20209
2009,D J ENGINEERING INC,1,0,2,0,3,0,3,33,Manufacturing,KS,67010,Butler,20015
2009,MR CINNAMON OF KS INC,1,0,0,0,1,0,1,52,Finance and Insurance,KS,67206,Sedgwick,20173
2009,NICUSA INC,3,0,0,0,3,0,3,54,"Professional, Scientific, and Technical Services",KS,66061,Johnson,20091
2009,UNIVERSITY OF KANSAS,24,0,33,1,57,1,58,61,Educational Services,KS,66045,Douglas,20045
2009,UNIV OF KS HIGUCHI BIOSCIENCES CNT,0,0,1,0,1,0,1,61,Educational Services,KS,66047,Douglas,20045
2009,CENTRAL CARE PA,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67401,Saline,20169
2009,MIDWEST CONSULTING GROUP INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2009,PARTNERS IN PEDIATRICS PA,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66606,Shawnee,20177
2009,JMA INFORMATION TECH A DIV OF JMA,3,1,1,0,4,1,5,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2009,SAFC BIOSCIENCES INC,1,0,0,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66215,Johnson,20091
2009,TRICOM TECHNICAL SVCS,1,0,0,0,1,0,1,56,"Administrative, Support, and Other Services",KS,66212,Johnson,20091
2009,DESTINATION PROPERTIES LLC,0,1,0,0,0,1,1,53,Real Estate and Rental and Leasing,KS,66018,Johnson,20091
2009,HARIS ENGINEERING INC,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2009,ANESTHESIOLOGIST ASSO OF HAYS P A,1,0,0,0,1,0,1,62,Health Care and Social Assistance,KS,67601,Ellis,20051
2009,SAICON CONSULTANTS INC,0,0,0,1,0,1,1,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
2009,QUVIS INC,0,0,1,0,1,0,1,99,Unknown,KS,66614,Shawnee,20177
2009,VIA CHRISTI REGIONAL MED CTR INC,3,0,2,0,5,0,5,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2009,COFFEYVILLE REGIONAL MEDICAL CTR,0,0,3,0,3,0,3,62,Health Care and Social Assistance,KS,67337,Montgomery,20125
2009,CENTER FOR HEALTH & WELLNESS INC,0,1,0,0,0,1,1,62,Health Care and Social Assistance,KS,67214,Sedgwick,20173
2009,CYPRESS HEART P A,0,0,2,0,2,0,2,62,Health Care and Social Assistance,KS,67226,Sedgwick,20173
2009,GLOBAL CONNECTIONS INC,0,0,1,0,1,0,1,71,"Arts, Entertainment, and Recreation",KS,66211,Johnson,20091
2009,MERCY REGIONAL HEALTH CENTER INC,0,0,1,0,1,0,1,62,Health Care and Social Assistance,KS,66052,Leavenworth,20103
2009,FINANCIAL INSTITUTION TECHNOLOGIES,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66604,Shawnee,20177
2009,SOURCE CODE SYSTEMS INC,0,0,1,0,1,0,1,51,Information,KS,67202,Sedgwick,20173
2009,KUMAR CONSULTING P A,0,0,1,0,1,0,1,54,"Professional, Scientific, and Technical Services",KS,66212,Johnson,20091
2009,SAICON CONSULTANTS INC,3,3,26,4,29,7,36,54,"Professional, Scientific, and Technical Services",KS,66210,Johnson,20091
